4,-0.097518,-0.038586,0.000000
4,0.009707,-0.179738,0.188753
4,0.017064,-0.190000,0.201703
4,0.017064,-0.190000,0.201703
4,0.017064,-0.190000,0.201703
4,0.017064,-0.190000,0.201703
4,0.017164,-0.190100,0.201878
4,0.017164,-0.190100,0.201878
4,0.017164,-0.190100,0.201878
4,0.017263,-0.190000,0.202054
4,0.017263,-0.190000,0.202054
4,0.017263,-0.190000,0.202054
4,0.025766,-0.178146,0.217021
4,0.025766,-0.178146,0.217021
4,0.025766,-0.178146,0.217021
4,0.041930,-0.155885,0.188566
4,0.149050,-0.017404,0.000000
4,0.149050,-0.017404,0.000000
4,0.149050,-0.017404,0.000000
4,0.179042,0.018551,0.052795
4,0.179042,0.018551,0.052795
4,0.179042,0.018551,0.052795
4,0.108357,-0.143731,0.074680
4,0.108357,-0.143731,0.074680
4,0.108357,-0.143731,0.074680
4,-0.063218,-0.168533,0.095641
4,-0.063218,-0.168533,0.095641
4,-0.063218,-0.168533,0.095641
4,-0.176626,-0.034686,0.117128
4,-0.176626,-0.034686,0.117128
4,-0.176626,-0.034686,0.117128
4,-0.116501,0.137213,0.140297
4,-0.116501,0.137213,0.140297
4,-0.116501,0.137213,0.140297
4,0.068623,0.166406,0.164786
4,0.068623,0.166406,0.164786
4,0.068623,0.166406,0.164786
4,0.178999,0.018952,0.188474
4,0.178999,0.018952,0.188474
4,0.178999,0.018952,0.188474
4,0.108667,-0.143497,0.210362
4,0.108667,-0.143497,0.210362
4,0.108667,-0.143497,0.210362
4,-0.062856,-0.168669,0.231324
4,-0.083398,-0.172153,0.233835
4,-0.083398,-0.172153,0.233835
4,-0.083398,-0.172153,0.233835
4,-0.005407,-0.190000,0.174642
4,-0.005407,-0.190000,0.174642
4,-0.005407,-0.190000,0.174642
4,-0.001197,-0.188979,0.171447
4,-0.001197,-0.188979,0.171447
4,-0.001197,-0.188979,0.171447
4,-0.001197,-0.188979,0.171447
22,-0.023820,0.147270,0.000000
22,0.054713,0.115353,0.400000
22,0.054713,0.115353,0.400000
22,0.054713,0.115353,0.400000
22,0.133246,0.016769,0.000000
22,0.133246,0.016769,0.000000
22,0.133246,0.016769,0.000000
22,0.171359,-0.055102,0.194121
22,0.171359,-0.055102,0.194121
22,0.171359,-0.055102,0.194121
22,0.089233,-0.109077,0.400000
22,0.089233,-0.109077,0.400000
22,0.089233,-0.109077,0.400000
22,0.008019,-0.179821,0.196404
22,-0.002254,-0.190000,0.170652
22,-0.002254,-0.190000,0.170652
22,-0.002254,-0.190000,0.170652
22,-0.012810,-0.179544,0.144187
22,-0.012810,-0.179544,0.144187
22,-0.012810,-0.179544,0.144187
22,-0.012810,-0.179544,0.144187
27,0.123123,0.119497,0.000000
27,0.150747,0.098363,0.130314
27,0.150747,0.098363,0.130314
27,0.150747,0.098363,0.130314
27,0.170647,0.020607,0.400000
27,0.170647,0.020607,0.400000
27,0.170647,0.020607,0.400000
27,0.179208,-0.016867,0.283982
27,0.179208,-0.016867,0.283982
27,0.179208,-0.016867,0.283982
27,0.141851,-0.110808,0.006655
27,0.141851,-0.110808,0.006655
27,0.141851,-0.110808,0.006655
27,0.139720,-0.112267,0.000000
27,0.139720,-0.112267,0.000000
27,0.139720,-0.112267,0.000000
27,0.066466,-0.167279,0.228742
27,0.052189,-0.179096,0.273323
27,0.052189,-0.179096,0.273323
27,0.052189,-0.179096,0.273323
27,0.051222,-0.179344,0.273300
27,0.051222,-0.179344,0.273300
27,0.051222,-0.179344,0.273300
27,0.051222,-0.179344,0.273300
45,0.020859,0.072580,0.000000
45,0.178327,-0.024482,0.246980
45,0.178327,-0.024482,0.246980
45,0.178327,-0.024482,0.246980
45,0.064064,-0.080205,0.400000
45,0.064064,-0.080205,0.400000
45,0.064064,-0.080205,0.400000
45,-0.066744,-0.167168,0.224823
45,-0.089797,-0.185057,0.193952
45,-0.089797,-0.185057,0.193952
45,-0.089797,-0.185057,0.193952
45,-0.082539,-0.190000,0.186555
45,-0.082539,-0.190000,0.186555
45,-0.082539,-0.190000,0.186555
45,-0.054847,-0.171440,0.158333
45,-0.054847,-0.171440,0.158333
45,-0.054847,-0.171440,0.158333
45,-0.054847,-0.171440,0.158333
57,-0.095489,-0.026219,0.000000
57,-0.128569,-0.125976,0.076319
57,-0.128569,-0.125976,0.076319
57,-0.128569,-0.125976,0.076319
57,0.118919,-0.135123,0.237809
57,0.118919,-0.135123,0.237809
57,0.118919,-0.135123,0.237809
57,0.067553,0.047288,0.400000
57,0.067553,0.047288,0.400000
57,0.067553,0.047288,0.400000
57,-0.059125,-0.141934,0.000000
57,-0.059125,-0.141934,0.000000
57,-0.059125,-0.141934,0.000000
57,-0.091046,-0.155276,0.053106
57,-0.091046,-0.155276,0.053106
57,-0.091046,-0.155276,0.053106
57,-0.099496,-0.050657,0.400000
57,-0.099496,-0.050657,0.400000
57,-0.099496,-0.050657,0.400000
57,-0.105956,-0.145510,0.134764
57,-0.105956,-0.145510,0.134764
57,-0.105956,-0.145510,0.134764
57,-0.024463,-0.135332,0.000000
57,-0.024463,-0.135332,0.000000
57,-0.024463,-0.135332,0.000000
57,0.063682,-0.168358,0.145764
57,0.089189,-0.186452,0.187944
57,0.089189,-0.186452,0.187944
57,0.089189,-0.186452,0.187944
57,0.086540,-0.190000,0.187088
57,0.086540,-0.190000,0.187088
57,0.086540,-0.190000,0.187088
57,0.066805,-0.177038,0.260309
57,0.066805,-0.177038,0.260309
57,0.066805,-0.177038,0.260309
57,0.068383,-0.190000,0.185292
57,0.068383,-0.190000,0.185292
57,0.068383,-0.190000,0.185292
57,0.069283,-0.181643,0.142555
57,0.069283,-0.181643,0.142555
57,0.069283,-0.181643,0.142555
57,0.034421,-0.176678,0.136741
57,0.034421,-0.176678,0.136741
57,0.034421,-0.176678,0.136741
57,0.034421,-0.176678,0.136741
62,0.029142,-0.123420,0.000000
62,-0.086559,0.103028,0.400000
62,-0.086559,0.103028,0.400000
62,-0.086559,0.103028,0.400000
62,-0.109192,0.143099,0.321755
62,-0.109192,0.143099,0.321755
62,-0.109192,0.143099,0.321755
62,-0.082456,0.126522,0.400000
62,-0.082456,0.126522,0.400000
62,-0.082456,0.126522,0.400000
62,0.054223,0.023066,0.000000
62,0.054223,0.023066,0.000000
62,0.054223,0.023066,0.000000
62,0.161311,-0.079866,0.313402
62,0.161311,-0.079866,0.313402
62,0.161311,-0.079866,0.313402
62,0.118642,-0.075921,0.400000
62,0.118642,-0.075921,0.400000
62,0.118642,-0.075921,0.400000
62,-0.078452,-0.076738,0.000000
62,-0.078452,-0.076738,0.000000
62,-0.078452,-0.076738,0.000000
62,-0.158149,-0.085958,0.161744
62,-0.158149,-0.085958,0.161744
62,-0.158149,-0.085958,0.161744
62,-0.079736,-0.002435,0.400000
62,-0.079736,-0.002435,0.400000
62,-0.079736,-0.002435,0.400000
62,0.051908,0.112810,0.000000
62,0.051908,0.112810,0.000000
62,0.051908,0.112810,0.000000
62,0.101905,0.148376,0.151913
62,0.101905,0.148376,0.151913
62,0.101905,0.148376,0.151913
62,0.080446,0.046622,0.400000
62,0.080446,0.046622,0.400000
62,0.080446,0.046622,0.400000
62,0.045847,-0.142802,0.000000
62,0.045847,-0.142802,0.000000
62,0.045847,-0.142802,0.000000
62,0.040411,-0.175405,0.062839
62,0.040411,-0.175405,0.062839
62,0.040411,-0.175405,0.062839
62,-0.063262,-0.040125,0.400000
62,-0.063262,-0.040125,0.400000
62,-0.063262,-0.040125,0.400000
62,-0.165283,0.071285,0.068213
62,-0.165283,0.071285,0.068213
62,-0.165283,0.071285,0.068213
62,-0.135839,0.069775,0.000000
62,-0.135839,0.069775,0.000000
62,-0.135839,0.069775,0.000000
62,0.036819,0.042601,0.400000
62,0.036819,0.042601,0.400000
62,0.036819,0.042601,0.400000
62,0.179963,-0.003666,0.068375
62,0.179963,-0.003666,0.068375
62,0.179963,-0.003666,0.068375
62,0.149994,-0.014670,0.000000
62,0.149994,-0.014670,0.000000
62,0.149994,-0.014670,0.000000
62,-0.025322,-0.097370,0.400000
62,-0.025322,-0.097370,0.400000
62,-0.025322,-0.097370,0.400000
62,-0.105658,-0.145727,0.216704
62,-0.105658,-0.145727,0.216704
62,-0.105658,-0.145727,0.216704
62,-0.077155,-0.041067,0.000000
62,-0.077155,-0.041067,0.000000
62,-0.077155,-0.041067,0.000000
62,-0.024542,0.127984,0.400000
62,-0.024542,0.127984,0.400000
62,-0.024542,0.127984,0.400000
62,-0.105115,0.146119,0.366700
62,-0.105115,0.146119,0.366700
62,-0.105115,0.146119,0.366700
62,-0.133829,-0.120373,0.261136
62,-0.133829,-0.120373,0.261136
