-0.041037,0.029953,1.114612
0.021784,0.007421,1.119355
1.465746,-0.359803,0.410000
-0.012760,0.073967,1.300000
-0.730730,0.481912,1.300000
-1.683472,-0.502420,0.410000
0.046965,0.047139,1.087529
-0.036313,0.060215,1.111640
-2.836856,-1.376810,0.410000
-7.394507,-35.748537,1.300000
0.224486,-0.100499,1.300000
0.813787,-2.142658,0.410000
0.593048,-0.549979,0.410000
0.151939,0.130314,1.300000
-0.863531,-0.587277,1.300000
-0.663662,0.196858,0.410000
-0.880405,0.353063,0.410000
-0.044878,0.037859,1.126162
-1.753827,0.287852,0.410000
0.041925,0.006456,1.094311
4.359712,-45.537105,0.410000
0.451901,-0.033533,1.300000
-0.385553,-0.425885,0.410000
-0.408781,-0.192833,0.410000
-2.986659,-4.743487,0.410000
-0.003325,0.056952,1.078049
-0.148157,0.074973,1.300000
-1.353840,0.658008,0.410000
-0.245245,-0.047247,1.300000
-1.302466,0.824177,1.300000
0.021803,0.035066,1.164416
-1.188309,0.671619,1.300000
1.377811,-5.180304,0.410000
-1.386064,-0.094150,0.410000
-1.525791,-0.530868,0.410000
-0.046596,0.073362,1.079707
0.010846,0.096948,1.300000
-0.104580,0.030210,1.163980
1.050365,-3.087047,1.300000
-0.153586,-0.026910,1.300000
-3.717991,-18.195818,1.300000
-4.442322,-4.327516,0.410000
0.254994,0.027278,1.300000
3.734688,-5.502142,1.300000
0.218331,-0.066188,1.300000
0.070406,0.015714,1.037237
-0.666000,0.425132,1.300000
-0.049960,0.050996,1.019847
1.705035,-0.978339,0.410000
-0.004100,0.013877,1.153165
6.719307,-39.754080,0.410000
-0.047745,-0.003709,1.252970
-0.827812,0.027485,0.410000
-3.714468,-1.737499,0.410000
0.100829,-0.064647,1.169145
-0.058471,-0.009348,1.005228
0.880856,0.671171,0.410000
0.149509,-0.006139,1.300000
1.075493,-0.108470,0.410000
1.710958,-0.736506,0.410000
-0.916554,-0.753555,1.300000
-0.006177,0.015909,1.102072
0.006560,0.081989,1.022227
-0.403016,0.285440,1.300000
0.312457,-0.202774,1.300000
0.150415,-0.069003,1.159893
-5.894553,-1.108134,1.300000
-0.349119,0.352890,1.300000
-1.977023,0.639924,0.410000
-0.079416,0.161534,0.199797
6.521857,-6.589999,0.410000
0.023538,0.040421,1.067639
6.761605,-5.462695,0.410000
-0.023211,0.012551,1.137346
0.066753,0.079900,1.066904
-3.087215,-2.926327,0.410000
7.514388,-4.097835,0.410000
-0.300455,-0.154385,1.300000
1.725047,0.677062,1.300000
1.251396,-0.437887,0.410000
0.166182,-0.018362,1.300000
-0.877193,-0.424861,0.410000
-0.642981,0.279879,1.300000
0.336699,0.014209,1.300000
-0.311337,0.189663,0.410000
0.374393,-0.104987,1.300000
-0.017445,0.142888,1.300000
0.043478,0.016410,1.083502
0.088137,0.009786,1.033122
4.081293,-2.727372,0.410000
0.041788,0.001272,1.193486
-0.093772,0.104416,1.300000
-0.023715,0.021816,1.094968
0.040912,0.017321,1.081959
-12.566379,-33.685284,0.410000
0.560947,-0.088795,0.410000
-2.482133,1.099996,0.410000
0.002578,0.015784,1.046461
-0.239267,-0.054419,1.300000
1.437306,-2.206539,0.410000
0.046157,0.000897,1.128689
-4.866695,-16.463889,0.410000
6.083916,-14.257057,0.410000
-1.481690,-0.159262,0.410000
-0.731056,-0.156869,1.300000
1.497292,-3.139675,1.300000
2.053503,-7.096413,0.410000
-0.997141,-0.502642,0.410000
-0.286123,0.264754,1.300000
-0.347053,0.358976,1.300000
-0.310622,-0.119351,1.300000
5.017320,-109.392174,1.300000
-16.403916,-323.423082,0.410000
-0.253266,0.435357,0.410000
-0.214129,0.101094,1.300000
0.871469,-0.053698,0.410000
0.272766,-0.135983,1.300000
1.907267,-1.754884,0.410000
10.636639,-12.556822,1.300000
0.013519,0.064305,1.122160
-0.070762,-0.003269,1.100551
2.585706,-0.145778,0.410000
-2.455899,-3.312947,0.410000
-1.572652,0.192873,0.410000
1.363399,1.404627,0.410000
6.223748,-64.883837,1.300000
-1.862067,0.502398,1.300000
1.429295,-0.133116,0.410000
0.167376,-0.030271,1.300000
0.641843,-0.896369,1.300000
1.255329,0.362072,0.410000
-0.784738,-0.399503,0.410000
